"","turnover_count","x","y","play_pattern.id","distance_ball_moved","ball_movement_speed","percent_distance","pass.type.name","pass.angle","pressing_count_1","pressing_count_2","pressing_count_3","right_option","front_option","left_option","back_option","player.id","match_id","position_group.id"
"645",0,48.5,32.7,9,57.14237,20.49915,63.9361833335482,"",0.918195,0,1,0,1,1,1,1,3323,3764289,2
"646",0,83.2,78.1,9,12.92014,11.07482,41.7239139204735,"",-0.9226513,1,0,2,0,0,1,1,4381,3764289,6
"647",1,29.2,7,9,33.49746,11.74753,17.4833041391683,"",-0.2044212,1,1,2,1,0,0,1,5206,3764289,2
"648",0,30.2,60,4,24.82197,14.60397,-27.1431254103442,"",-2.34195,0,0,1,0,1,1,1,3822,3764289,2
"649",0,31.8,1.2,4,19.77675,8.469774,2.87919189514899,"",2.066108,0,0,1,1,1,0,1,9627,3764289,1
"650",0,22.3,18.8,4,24.60285,14.74382,-4.78223255080148,"",2.1712,0,1,0,1,1,1,0,3323,3764289,2
"651",1,61,62.9,4,16.82974,12.76457,17.6899764001044,"",-0.7938013,1,0,3,0,0,1,1,4381,3764289,6
"652",0,47.3,29.2,1,20.79279,12.29303,-14.3608027653476,"Recovery",-1.352649,0,0,1,1,1,0,0,5206,3764289,2
"653",0,51.8,8.9,1,14.62498,11.07953,16.9442764380043,"",0.4758794,0,1,1,1,1,0,1,3575,3764289,1
"654",0,68.1,7,1,39.44426,19.71262,15.4810327624968,"",2.03331,1,1,1,1,1,0,1,10287,3764289,4
"655",1,50.5,42.3,1,7.359348,5.047671,11.2102087557322,"",0.8238407,0,0,1,1,1,1,0,3244,3764289,2
"656",0,91,20.4,3,19.26655,12.90595,14.0056138640447,"",2.297439,1,1,2,1,1,0,1,4760,3764289,7
"657",0,75.9,33.9,3,17.07659,13.55041,15.5856942091953,"",1.831399,0,1,0,0,1,1,1,6574,3764289,4
"658",0,75.6,48.8,3,49.07871,22.36554,-91.5836591649793,"",-1.251623,0,2,0,0,1,1,1,4734,3764289,1
"659",0,91,2.2,3,7.68505,7.635026,3.35412693912032,"",2.578855,0,1,0,1,1,0,1,23500,3764289,5
"660",1,89,6.3,3,8.572631,22.7363,-1.4610621238077,"",-0.295926,0,0,2,1,1,0,1,9638,3764289,6
"661",0,98.6,0.9,3,9.296236,7.607407,5.31400552531396,"",2.586414,0,1,0,1,1,0,1,9638,3764289,6
"662",0,90.7,5.8,3,28.14321,22.34749,14.990338343257,"",2.351169,0,1,2,1,1,0,1,23500,3764289,5
"663",1,70.2,31.1,3,48.86972,21.24712,96.2076316882958,"",0.8042092,0,1,0,0,1,1,1,6574,3764289,4
"664",0,62.7,70.8,4,15.52063,13.90657,-18.5672500531366,"",-2.017155,0,0,0,1,1,1,1,3822,3764289,2
"665",0,56,49.9,4,40.52678,18.59144,-36.9770176141063,"",-1.394695,0,0,0,1,1,1,0,3323,3764289,2
"666",0,64.3,7.3,4,14.13223,12.88518,0.459398083935092,"",-0.4699766,0,1,0,1,1,0,1,9627,3764289,1
"667",0,77.4,7.4,4,9.734988,9.920219,12.0832336913764,"",0.5880026,1,0,3,0,1,0,1,9638,3764289,6
"668",0,85.5,12.8,4,9.763708,14.69256,2.51148551115508,"",2.567794,1,0,5,1,0,1,1,23500,3764289,5
"669",0,62.4,45.6,4,33.10015,16.52317,58.9509130270603,"",0.8067625,0,1,1,1,1,1,1,6765,3764289,4
"670",1,104.4,52.3,4,11.58361,5.469963,9.48351112670041,"",0.4752301,1,1,5,0,0,1,1,3814,3764289,6
"671",1,14.8,2.9,4,42.13609,18.60849,31.6990428393012,"",0.1596864,0,0,1,1,1,0,1,3323,3764289,2
"672",0,63.7,70.5,1,21.93673,11.45544,-39.749383062111,"Recovery",-2.317504,0,0,1,0,1,1,1,7005,3764289,1
"673",0,39.1,47.4,1,16.19938,11.73973,23.2757133073074,"",0.192553,0,1,0,1,1,1,0,5206,3764289,2
"674",0,55.9,50.5,1,20.54093,11.91987,19.7425161192266,"",1.207467,0,0,2,1,1,1,1,6765,3764289,4
"675",0,65.6,70.1,1,2.640076,1.894962,-4.45721591096597,"",2.221873,0,0,2,0,1,1,1,7005,3764289,1
"676",0,64,72.2,1,3.201562,4.001953,0.733569441329884,"",-1.539556,0,0,1,1,1,1,1,3193,3764289,4
"677",0,64.1,69,1,6.8942,5.937738,5.17982729419492,"",1.152572,0,0,1,1,1,1,1,7005,3764289,1
"678",0,66.8,76.1,1,12.55388,9.860522,-10.4813044574502,"",-1.963136,0,0,2,0,1,1,1,3193,3764289,4
"679",0,61.5,64,1,27.84259,16.52266,-49.9423007940211,"",-2.200649,1,0,2,1,1,1,1,7005,3764289,1
"680",0,39.9,39.7,1,23.86001,9.921748,17.3783857353174,"",1.286164,0,0,1,1,1,1,0,5206,3764289,2
"681",0,50.7,53.3,1,10.88531,8.790727,-4.50377263448321,"",1.976894,0,0,2,0,1,1,1,6765,3764289,4
"682",0,58.7,70.7,1,12.57179,17.8293,25.8050800598856,"",0.2083156,1,0,2,0,1,1,1,3244,3764289,2
"683",0,85.2,76.6,1,6.706713,7.661103,19.6226709733445,"",0.3500449,0,2,0,1,1,1,1,3193,3764289,4
"684",0,91.5,78.9,1,8.709191,9.68872,18.8925225041915,"",-1.616741,0,1,0,0,1,1,1,3814,3764289,6
"685",0,91.1,70.2,1,6.103278,6.935551,-16.2617249559149,"",1.603571,0,0,2,1,1,1,0,3193,3764289,4
"686",0,97.7,72.7,1,6.074537,5.842451,-33.9245757404687,"",1.217806,0,2,0,1,1,1,1,3814,3764289,6
"687",1,99.8,78.4,1,25.31798,9.621738,-27.8057883142513,"",-0.76864,0,0,1,0,1,1,1,7005,3764289,1
"688",0,2.1,19.3,1,12.4,7.404187,4.15254478987366,"Recovery",1.570796,0,1,0,1,1,0,0,9627,3764289,1
"689",0,74.4,72.5,1,11.85116,5.935052,25.2340462735114,"Recovery",0.5505494,0,0,0,0,1,1,1,6765,3764289,4
"690",0,84.5,78.7,1,13.0384,9.418104,-31.3444878925526,"",-2.42132,0,0,2,0,1,1,1,7005,3764289,1
"691",0,74.5,70.1,1,11.96411,11.64935,3.18004362612365,"",-1.360287,0,0,1,1,1,1,1,6765,3764289,4
"692",0,77,58.4,1,22.70683,13.43939,-75.6990628923267,"",-2.595131,0,1,1,1,1,0,1,10287,3764289,4
"693",0,57.6,46.6,1,45.26599,17.18891,-28.6884457964924,"",-1.088376,0,0,1,1,1,1,0,5206,3764289,2
"694",0,93.2,14.9,1,14.07302,10.79075,-15.2454398143778,"",-2.831078,0,0,2,1,1,0,1,4354,3764289,6
"695",0,79.8,10.6,1,14.62635,8.054581,-3.40148582394264,"",-0.4453011,0,0,1,1,1,0,1,3575,3764289,1
"696",1,96.5,2.3,1,1,4.701701,-0.204860409016816,"",3.141593,1,1,1,1,1,0,1,4354,3764289,6
"697",0,19.8,76.5,4,7.119691,12.16769,-8.28797510057697,"",2.95797,1,1,1,0,1,1,1,6574,3764289,4
"698",1,12.8,77.8,4,33.9638,13.82388,35.3920378323018,"",-0.3143019,0,1,1,0,1,1,1,4734,3764289,1
"699",0,75,12.8,1,13.67406,16.18968,21.6254012505727,"Recovery",0.9726521,0,0,3,1,1,0,1,6765,3764289,4
"700",0,71.4,21.3,1,12.96302,15.66943,-22.5163550813266,"",-2.235899,0,2,2,0,1,0,1,3193,3764289,4
"701",0,63.4,11.1,1,30.83115,16.9207,13.8742738741747,"",1.970578,0,1,1,1,1,0,1,3575,3764289,1
"702",0,49.2,47.4,1,10.64049,10.98764,4.67543764759969,"",-0.8652282,0,0,1,0,1,1,1,3244,3764289,2
"703",1,56.8,40,1,10.58915,28.80452,17.5112204052739,"",0.8857313,1,0,4,1,0,0,1,6765,3764289,4
"704",0,43.3,22.5,1,5.491812,5.650937,7.15086485899495,"Recovery",0.577902,0,0,0,1,1,0,1,9627,3764289,1
"705",0,48.2,25.5,1,10.67052,15.54359,5.75740385420237,"",1.749812,1,0,2,1,1,1,1,23500,3764289,5
"706",0,63.8,25.8,1,13.64734,16.50886,11.5543628801793,"",-0.1470783,1,1,2,1,1,1,1,6574,3764289,4
"707",0,76.3,20.2,1,17.04259,8.789686,-30.4548278242929,"",-2.01345,1,1,3,1,0,1,1,4760,3764289,7
"708",0,69.6,4.8,1,7.212489,6.561348,1.64345478872402,"",-0.2954408,0,0,0,1,1,0,1,9627,3764289,1
"709",0,71.5,20.2,1,24.41004,18.22725,41.5118260907651,"",1.052158,1,0,3,1,1,1,1,9638,3764289,6
"710",0,79.3,38.6,1,3.201562,5.405597,1.11949054698971,"",2.245537,1,0,5,0,1,1,1,4381,3764289,6
"711",0,78.4,48.8,1,15.34438,6.393492,30.9521307261809,"",1.279964,1,0,3,1,0,1,0,9638,3764289,6
"712",0,82.8,63.5,1,22.42432,11.91851,-94.5444707821086,"",-2.517714,0,0,0,1,1,1,0,4734,3764289,1
